id,label,community
3462,Misinformation,5
3463,Reliable,10
3464,Misinformation,11
3465,Misinformation,5
3466,Reliable,10
3467,Misinformation,5
3468,Reliable,10
3469,Misinformation,10
3470,Misinformation,5
3471,Misinformation,28
3472,Reliable,13
3473,Reliable,3
3474,Misinformation,11
3475,Misinformation,10
3476,Misinformation,11
3477,Reliable,5
3478,Misinformation,1
3479,Misinformation,11
3480,Misinformation,30
3481,Misinformation,5
3482,Misinformation,11
3483,Misinformation,25
3484,Reliable,13
3485,Reliable,3
3486,Misinformation,5
3487,Misinformation,5
3488,Misinformation,11
3489,Reliable,13
3490,Misinformation,28
3491,Misinformation,5
3492,Misinformation,10
3493,Misinformation,28
3494,Misinformation,11
3495,Misinformation,5
3496,Reliable,13
3497,Misinformation,29
3498,Misinformation,5
3499,Misinformation,11
3500,Misinformation,3
3501,Reliable,13
3502,Reliable,3
3503,Reliable,25
3504,Reliable,13
3505,Misinformation,28
3506,Reliable,13
3507,Misinformation,1
3508,Misinformation,5
3509,Reliable,26
3510,Misinformation,10
3511,Misinformation,5
3512,Reliable,26
3513,Reliable,26
3514,Misinformation,26
3515,Reliable,3
3516,Reliable,13
3517,Reliable,28
3518,Misinformation,5
3519,Misinformation,11
3520,Reliable,26
3521,Misinformation,28
3522,Misinformation,1
3523,Reliable,28
3524,Reliable,10
3525,Misinformation,1
3526,Reliable,11
3527,Misinformation,11
3528,Misinformation,5
3529,Reliable,26
3530,Misinformation,26
3531,Misinformation,28
3532,Misinformation,28
3533,Misinformation,5
3534,Reliable,28
3535,Reliable,25
3536,Misinformation,10
3537,Reliable,3
3538,Reliable,13
3539,Reliable,28
3540,Misinformation,29
3541,Reliable,26
3542,Misinformation,10
3543,Reliable,28
3544,Reliable,26
3545,Misinformation,10
3546,Reliable,28
3547,Reliable,30
3548,Misinformation,5
3549,Reliable,13
3550,Reliable,10
3551,Misinformation,28
3552,Reliable,26
3553,Reliable,13
3554,Reliable,28
3555,Reliable,26
3556,Misinformation,11
3557,Reliable,13
3558,Reliable,28
3559,Reliable,28
3560,Reliable,3
3561,Reliable,26
3562,Misinformation,28
3563,Reliable,11
3564,Misinformation,28
3565,Misinformation,5
3566,Misinformation,25
3567,Misinformation,10
3568,Reliable,30
3569,Reliable,28
3570,Misinformation,5
3571,Reliable,28
3572,Reliable,28
3573,Reliable,28
3574,Reliable,25
3575,Reliable,3
3576,Reliable,26
3577,Reliable,13
3578,Reliable,28
3579,Misinformation,10
3580,Reliable,26
3581,Reliable,11
3582,Reliable,11
3583,Misinformation,11
3584,Misinformation,10
3585,Misinformation,13
3586,Misinformation,5
3587,Reliable,26
3588,Reliable,28
3589,Reliable,28
3590,Reliable,3
3591,Reliable,13
3592,Misinformation,10
3593,Reliable,13
3594,Reliable,28
3595,Reliable,13
3596,Reliable,13
3597,Misinformation,5
3598,Reliable,5
3599,Misinformation,10
3600,Reliable,26
3601,Reliable,26
3602,Reliable,13
3603,Misinformation,28
3604,Reliable,26
3605,Reliable,10
3606,Misinformation,5
3607,Misinformation,11
3608,Reliable,28
3609,Reliable,26
3610,Misinformation,28
3611,Reliable,13
3612,Reliable,10
3613,Misinformation,28
3614,Reliable,26
3615,Reliable,5
3616,Reliable,10
3617,Reliable,13
3618,Reliable,26
3619,Misinformation,11
3620,Misinformation,11
3621,Reliable,26
3622,Misinformation,13
3623,Reliable,26
3624,Misinformation,28
3625,Misinformation,28
3626,Reliable,13
3627,Misinformation,1
3628,Reliable,26
3629,Misinformation,5
3630,Misinformation,30
3631,Reliable,11
3632,Misinformation,21
3633,Reliable,28
3634,Reliable,21
3635,Reliable,26
3636,Reliable,26
3637,Reliable,26
3638,Reliable,28
3639,Reliable,13
3640,Reliable,28
3641,Misinformation,28
3642,Reliable,26
3643,Reliable,13
3644,Reliable,28
3645,Reliable,26
3646,Reliable,13
3647,Misinformation,1
3648,Misinformation,5
3649,Misinformation,29
3650,Misinformation,28
3651,Reliable,26
3652,Reliable,13
3653,Misinformation,28
3654,Misinformation,25
3655,Misinformation,11
3656,Misinformation,1
3657,Misinformation,5
3658,Misinformation,5
3659,Reliable,28
3660,Reliable,26
3661,Misinformation,30
3662,Reliable,13
3663,Reliable,10
3664,Reliable,13
3665,Misinformation,11
3666,Reliable,25
3667,Reliable,11
3668,Misinformation,26
3669,Misinformation,5
3670,Reliable,28
3671,Misinformation,11
3672,Misinformation,28
3673,Reliable,13
3674,Misinformation,5
3675,Reliable,28
3676,Misinformation,1
3677,Reliable,3
3678,Reliable,13
3679,Misinformation,11
3680,Misinformation,11
3681,Misinformation,13
3682,Misinformation,28
3683,Reliable,26
3684,Misinformation,11
3685,Reliable,3
3686,Misinformation,25
3687,Reliable,13
3688,Reliable,11
3689,Reliable,3
3690,Reliable,28
3691,Misinformation,11
3692,Misinformation,26
3693,Misinformation,30
3694,Misinformation,28
3695,Misinformation,3
3696,Misinformation,26
3697,Misinformation,5
3698,Reliable,26
3699,Reliable,13
3700,Reliable,21
3701,Misinformation,11
3702,Reliable,3
3703,Reliable,13
3704,Misinformation,1
3705,Misinformation,11
3706,Misinformation,10
3707,Reliable,13
3708,Misinformation,5
3709,Misinformation,5
3710,Reliable,13
3711,Reliable,26
3712,Misinformation,28
3713,Reliable,3
3714,Reliable,13
3715,Reliable,28
3716,Misinformation,1
3717,Misinformation,5
3718,Misinformation,5
3719,Misinformation,29
3720,Misinformation,1
3721,Misinformation,1
3722,Reliable,10
3723,Reliable,13
3724,Reliable,10
3725,Reliable,26
3726,Misinformation,1
3727,Misinformation,13
3728,Reliable,26
3729,Misinformation,10
3730,Reliable,26
3731,Misinformation,28
3732,Reliable,25
3733,Reliable,26
3734,Reliable,28
3735,Reliable,28
3736,Reliable,13
3737,Misinformation,29
3738,Reliable,28
3739,Reliable,5
3740,Misinformation,5
3741,Misinformation,12
3742,Reliable,10
3743,Reliable,10
3744,Misinformation,26
3745,Misinformation,28
3746,Misinformation,25
3747,Misinformation,28
3748,Reliable,5
3749,Reliable,13
3750,Reliable,26
3751,Reliable,13
3752,Misinformation,25
3753,Reliable,10
3754,Misinformation,1
3755,Misinformation,28
3756,Misinformation,5
3757,Misinformation,28
3758,Misinformation,1
3759,Misinformation,25
3760,Misinformation,28
3761,Reliable,30
3762,Misinformation,28
3763,Misinformation,11
3764,Reliable,11
3765,Reliable,21
3766,Reliable,11
3767,Misinformation,5
3768,Misinformation,25
3769,Reliable,13
3770,Misinformation,5
3771,Reliable,26
3772,Misinformation,29
3773,Misinformation,30
3774,Reliable,26
3775,Reliable,28
3776,Misinformation,1
3777,Misinformation,5
3778,Misinformation,5
3779,Reliable,13
3780,Misinformation,11
3781,Reliable,28
3782,Misinformation,28
3783,Reliable,3
3784,Misinformation,28
3785,Reliable,26
3786,Reliable,3
3787,Misinformation,28
3788,Reliable,3
3789,Misinformation,28
3790,Reliable,28
3791,Reliable,11
3792,Reliable,13
3793,Reliable,13
3794,Reliable,26
3795,Reliable,28
3796,Reliable,3
3797,Misinformation,5
3798,Reliable,21
3799,Reliable,26
3800,Misinformation,3
3801,Reliable,3
3802,Reliable,28
3803,Misinformation,25
3804,Reliable,30
3805,Misinformation,5
3806,Misinformation,26
3807,Misinformation,25
3808,Misinformation,11
3809,Reliable,13
3810,Misinformation,11
3811,Reliable,10
3812,Reliable,13
3813,Misinformation,1
3814,Misinformation,5
3815,Misinformation,13
3816,Reliable,25
3817,Misinformation,5
3818,Reliable,13
3819,Reliable,28
3820,Reliable,28
3821,Reliable,21
3822,Misinformation,5
3823,Reliable,28
3824,Misinformation,30
3825,Misinformation,5
3826,Misinformation,11
3827,Reliable,10
3828,Misinformation,5
3829,Reliable,26
3830,Reliable,26
3831,Reliable,25
3832,Misinformation,28
3833,Reliable,28
3834,Reliable,28
3835,Misinformation,11
3836,Reliable,3
3837,Misinformation,10
3838,Misinformation,25
3839,Reliable,28
3840,Reliable,13
3841,Misinformation,5
3842,Reliable,13
3843,Reliable,26
3844,Reliable,3
3845,Misinformation,5
3846,Misinformation,1
3847,Misinformation,10
3848,Misinformation,1
3849,Reliable,28
3850,Reliable,28
3851,Reliable,26
3852,Reliable,25
3853,Reliable,3
3854,Reliable,26
3855,Reliable,28
3856,Reliable,26
3857,Misinformation,5
3858,Misinformation,26
3859,Reliable,3
3860,Misinformation,26
3861,Misinformation,25
3862,Reliable,3
3863,Reliable,13
3864,Reliable,26
3865,Reliable,21
3866,Reliable,21
3867,Misinformation,3
3868,Misinformation,5
3869,Misinformation,13
3870,Misinformation,5
3871,Reliable,28
3872,Misinformation,5
3873,Misinformation,10
3874,Reliable,3
3875,Misinformation,11
3876,Misinformation,5
3877,Misinformation,5
3878,Misinformation,28
3879,Misinformation,28
3880,Misinformation,29
3881,Misinformation,28
3882,Misinformation,5
3883,Reliable,26
3884,Misinformation,10
3885,Misinformation,25
3886,Misinformation,1
3887,Reliable,28
3888,Reliable,28
3889,Reliable,26
3890,Reliable,26
3891,Misinformation,5
3892,Reliable,25
3893,Reliable,26
3894,Reliable,3
3895,Misinformation,28
3896,Reliable,13
3897,Misinformation,11
3898,Reliable,3
3899,Misinformation,5
3900,Misinformation,5
3901,Misinformation,28
3902,Reliable,13
3903,Reliable,13
3904,Reliable,21
3905,Reliable,26
3906,Misinformation,21
3907,Misinformation,5
3908,Reliable,28
3909,Misinformation,5
3910,Reliable,13
3911,Reliable,28
3912,Reliable,11
3913,Reliable,13
3914,Misinformation,25
3915,Reliable,26
3916,Misinformation,5
3917,Misinformation,25
3918,Reliable,26
3919,Reliable,26
3920,Reliable,26
3921,Misinformation,11
3922,Misinformation,5
3923,Misinformation,5
3924,Reliable,21
3925,Reliable,30
3926,Misinformation,5
3927,Reliable,28
3928,Misinformation,3
3929,Misinformation,11
3930,Reliable,10
3931,Reliable,3
3932,Reliable,30
3933,Misinformation,10
3934,Misinformation,25
3935,Reliable,26
3936,Reliable,13
3937,Reliable,28
3938,Reliable,13
3939,Reliable,11
3940,Reliable,26
3941,Misinformation,28
3942,Reliable,28
3943,Misinformation,29
3944,Misinformation,1
3945,Reliable,26
3946,Misinformation,11
3947,Reliable,26
3948,Misinformation,29
3949,Misinformation,28
3950,Reliable,10
3951,Misinformation,5
3952,Misinformation,5
3953,Reliable,21
3954,Misinformation,11
3955,Reliable,28
3956,Reliable,3
3957,Misinformation,11
3958,Reliable,28
3959,Misinformation,3
3960,Reliable,28
3961,Misinformation,11
3962,Misinformation,11
3963,Reliable,28
3964,Reliable,5
3965,Reliable,21
3966,Reliable,25
3967,Misinformation,13
3968,Reliable,13
3969,Misinformation,21
3970,Misinformation,11
3971,Reliable,21
3972,Reliable,13
3973,Reliable,26
3974,Reliable,21
3975,Reliable,25
3976,Reliable,13
3977,Reliable,26
3978,Reliable,26
3979,Misinformation,11
3980,Reliable,28
3981,Reliable,13
3982,Misinformation,5
3983,Reliable,10
3984,Misinformation,29
3985,Reliable,26
3986,Reliable,28
3987,Reliable,28
3988,Reliable,28
3989,Reliable,26
3990,Reliable,13
3991,Misinformation,10
3992,Misinformation,28
3993,Reliable,26
3994,Reliable,26
3995,Reliable,30
3996,Reliable,30
3997,Reliable,28
3998,Misinformation,5
3999,Misinformation,5
4000,Misinformation,11
4001,Misinformation,28
4002,Reliable,28
4003,Reliable,28
4004,Reliable,3
4005,Reliable,28
4006,Misinformation,11
4007,Reliable,26
4008,Misinformation,1
4009,Reliable,26
4010,Misinformation,25
4011,Reliable,28
4012,Reliable,26
4013,Misinformation,1
4014,Reliable,13
4015,Misinformation,28
4016,Misinformation,26
4017,Misinformation,30
4018,Misinformation,1
4019,Misinformation,30
4020,Misinformation,11
4021,Misinformation,25
4022,Misinformation,30
4023,Misinformation,10
4024,Reliable,28
4025,Misinformation,10
4026,Reliable,30
4027,Reliable,13
4028,Misinformation,28
4029,Misinformation,1
4030,Misinformation,10
4031,Misinformation,25
4032,Misinformation,5
4033,Misinformation,5
4034,Misinformation,11
4035,Misinformation,5
4036,Reliable,5
4037,Misinformation,5
4038,Misinformation,5
4039,Reliable,28
4040,Reliable,3
4041,Reliable,13
4042,Misinformation,5
4043,Reliable,13
4044,Misinformation,28
4045,Reliable,26
4046,Reliable,13
4047,Misinformation,29
4048,Reliable,13
4049,Reliable,13
4050,Reliable,26
4051,Misinformation,5
4052,Reliable,30
4053,Misinformation,28
4054,Misinformation,29
4055,Reliable,3
4056,Reliable,10
4057,Reliable,26
4058,Reliable,26
4059,Misinformation,5
4060,Reliable,5
4061,Misinformation,10
4062,Misinformation,25
4063,Misinformation,3
4064,Reliable,11
4065,Reliable,26
4066,Misinformation,5
4067,Reliable,21
4068,Misinformation,11
4069,Misinformation,5
4070,Reliable,11
4071,Reliable,28
4072,Reliable,21
4073,Misinformation,11
4074,Reliable,28
4075,Reliable,25
4076,Reliable,28
4077,Misinformation,10
4078,Misinformation,5
4079,Reliable,13
4080,Reliable,26
4081,Reliable,26
4082,Reliable,13
4083,Misinformation,11
4084,Reliable,3
4085,Reliable,28
4086,Misinformation,11
4087,Misinformation,1
4088,Misinformation,28
4089,Reliable,13
4090,Misinformation,11
4091,Reliable,28
4092,Misinformation,13
4093,Misinformation,1
4094,Misinformation,28
4095,Reliable,28
4096,Misinformation,29
4097,Misinformation,11
4098,Reliable,13
4099,Misinformation,25
4100,Misinformation,1
4101,Misinformation,5
4102,Reliable,30
4103,Misinformation,11
4104,Reliable,28
4105,Reliable,10
4106,Misinformation,30
4107,Misinformation,5
4108,Misinformation,25
4109,Misinformation,5
4110,Reliable,28
4111,Reliable,28
4112,Misinformation,25
4113,Misinformation,29
4114,Reliable,26
4115,Misinformation,1
4116,Reliable,13
4117,Misinformation,5
4118,Reliable,26
4119,Misinformation,1
4120,Misinformation,28
4121,Misinformation,5
4122,Reliable,26
4123,Reliable,28
4124,Misinformation,5
4125,Reliable,21
4126,Misinformation,1
4127,Reliable,26
4128,Reliable,28
4129,Misinformation,28
4130,Misinformation,28
4131,Misinformation,28
4132,Misinformation,28
4133,Reliable,28
4134,Reliable,5
4135,Misinformation,26
4136,Misinformation,3
4137,Misinformation,30
4138,Misinformation,28
4139,Misinformation,28
4140,Misinformation,11
4141,Reliable,11
4142,Reliable,28
4143,Misinformation,11
4144,Misinformation,28
4145,Reliable,21
4146,Misinformation,3
4147,Misinformation,28
4148,Misinformation,25
4149,Reliable,11
4150,Misinformation,28
4151,Misinformation,11
4152,Misinformation,5
4153,Misinformation,10
4154,Misinformation,25
4155,Reliable,28
4156,Reliable,11
4157,Misinformation,28
4158,Reliable,28
4159,Reliable,10
4160,Misinformation,10
4161,Misinformation,5
4162,Misinformation,1
4163,Reliable,5
4164,Reliable,28
4165,Reliable,26
4166,Misinformation,3
4167,Reliable,28
4168,Misinformation,1
4169,Misinformation,25
4170,Reliable,28
4171,Reliable,26
4172,Reliable,28
4173,Misinformation,11
4174,Reliable,28
4175,Reliable,3
4176,Reliable,28
4177,Misinformation,5
4178,Misinformation,11
4179,Misinformation,10
4180,Reliable,13
4181,Reliable,28
4182,Reliable,25
4183,Reliable,28
4184,Reliable,10
4185,Reliable,3
4186,Misinformation,26
4187,Reliable,13
4188,Reliable,13
4189,Misinformation,29
4190,Reliable,28
4191,Misinformation,25
4192,Reliable,10
4193,Reliable,5
4194,Reliable,11
4195,Reliable,3
4196,Misinformation,1
4197,Reliable,28
4198,Reliable,13
4199,Misinformation,10
4200,Misinformation,5
4201,Reliable,26
4202,Misinformation,11
4203,Reliable,5
4204,Reliable,5
4205,Misinformation,28
4206,Reliable,13
4207,Reliable,13
4208,Misinformation,28
4209,Misinformation,1
4210,Misinformation,25
4211,Misinformation,5
4212,Misinformation,5
4213,Reliable,28
4214,Reliable,13
4215,Reliable,28
4216,Reliable,25
4217,Reliable,28
4218,Misinformation,28
4219,Reliable,10
4220,Reliable,13
4221,Misinformation,11
4222,Misinformation,11
4223,Misinformation,26
4224,Reliable,13
4225,Misinformation,10
4226,Misinformation,5
4227,Misinformation,30
4228,Reliable,26
4229,Misinformation,5
4230,Misinformation,1
4231,Misinformation,13
4232,Reliable,13
4233,Reliable,26
4234,Reliable,28
4235,Reliable,28
4236,Misinformation,10
4237,Reliable,28
4238,Misinformation,5
4239,Reliable,28
4240,Misinformation,10
4241,Reliable,28
4242,Reliable,28
4243,Reliable,26
4244,Misinformation,5
4245,Reliable,28
4246,Reliable,21
4247,Reliable,3
4248,Misinformation,1
4249,Reliable,21
4250,Misinformation,1
4251,Reliable,10
4252,Misinformation,5
4253,Misinformation,11
4254,Reliable,25
4255,Reliable,3
4256,Misinformation,1
4257,Misinformation,28
4258,Misinformation,5
4259,Reliable,3
4260,Misinformation,10
4261,Misinformation,29
4262,Misinformation,5
4263,Misinformation,1
4264,Reliable,5
4265,Misinformation,11
4266,Misinformation,25
4267,Misinformation,10
4268,Misinformation,11
4269,Reliable,28
4270,Misinformation,10
4271,Misinformation,5
4272,Reliable,28
4273,Misinformation,28
4274,Reliable,3
4275,Reliable,13
4276,Reliable,28
4277,Reliable,28
4278,Misinformation,11
4279,Misinformation,28
4280,Misinformation,1
4281,Reliable,26
4282,Misinformation,28
4283,Misinformation,25
4284,Misinformation,11
4285,Misinformation,10
4286,Misinformation,30
4287,Reliable,30
4288,Reliable,28
4289,Misinformation,11
4290,Reliable,21
4291,Reliable,21
4292,Reliable,13
4293,Misinformation,28
4294,Misinformation,11
4295,Misinformation,28
4296,Misinformation,1
4297,Reliable,13
4298,Misinformation,11
4299,Misinformation,5
4300,Reliable,26
4301,Reliable,28
4302,Misinformation,5
4303,Misinformation,3
4304,Reliable,30
4305,Reliable,13
4306,Misinformation,1
4307,Misinformation,10
4308,Reliable,13
4309,Reliable,26
4310,Misinformation,28
4311,Misinformation,13
4312,Reliable,13
4313,Misinformation,26
4314,Reliable,10
4315,Reliable,10
4316,Reliable,13
4317,Reliable,26
4318,Misinformation,25
4319,Misinformation,26
4320,Reliable,28
4321,Misinformation,1
4322,Reliable,28
4323,Misinformation,11
4324,Misinformation,10
4325,Reliable,13
4326,Misinformation,29
4327,Reliable,13
4328,Reliable,28
4329,Reliable,26
4330,Misinformation,10
4331,Reliable,26
4332,Reliable,10
4333,Misinformation,10
4334,Misinformation,3
4335,Reliable,28
4336,Misinformation,29
4337,Misinformation,28
4338,Reliable,13
4339,Reliable,30
4340,Misinformation,28
4341,Reliable,28
4342,Reliable,28
4343,Reliable,26
4344,Reliable,26
4345,Misinformation,3
4346,Reliable,28
4347,Misinformation,11
4348,Misinformation,11
4349,Misinformation,5
4350,Reliable,28
4351,Reliable,3
4352,Reliable,28
4353,Reliable,10
4354,Reliable,5
4355,Misinformation,28
4356,Reliable,28
4357,Misinformation,28
4358,Misinformation,28
4359,Misinformation,11
4360,Misinformation,28
4361,Misinformation,28
4362,Reliable,28
4363,Reliable,30
4364,Reliable,11
4365,Misinformation,10
4366,Reliable,26
4367,Reliable,13
4368,Reliable,28
4369,Reliable,5
4370,Misinformation,1
4371,Reliable,1
4372,Reliable,26
4373,Misinformation,5
4374,Misinformation,28
4375,Reliable,28
4376,Reliable,28
4377,Misinformation,5
4378,Misinformation,10
4379,Reliable,28
4380,Misinformation,30
4381,Reliable,3
4382,Misinformation,10
4383,Misinformation,11
4384,Misinformation,13
4385,Reliable,13
4386,Misinformation,5
4387,Reliable,5
4388,Misinformation,5
4389,Misinformation,28
4390,Reliable,26
4391,Reliable,13
4392,Misinformation,13
4393,Misinformation,5
4394,Reliable,26
4395,Reliable,26
4396,Reliable,13
4397,Reliable,26
4398,Reliable,28
4399,Reliable,13
4400,Misinformation,30
4401,Reliable,3
4402,Reliable,25
4403,Misinformation,28
4404,Reliable,13
4405,Misinformation,28
4406,Misinformation,1
4407,Reliable,29
4408,Reliable,13
4409,Reliable,28
4410,Reliable,26
4411,Reliable,10
4412,Misinformation,5
4413,Reliable,13
4414,Misinformation,26
4415,Reliable,13
4416,Reliable,28
4417,Reliable,26
4418,Reliable,13
4419,Reliable,13
4420,Misinformation,11
4421,Reliable,13
4422,Misinformation,11
4423,Reliable,28
4424,Reliable,13
4425,Misinformation,13
4426,Reliable,13
4427,Misinformation,3
4428,Misinformation,28
4429,Misinformation,28
4430,Misinformation,30
4431,Reliable,25
4432,Reliable,26
4433,Misinformation,11
4434,Reliable,25
4435,Reliable,28
4436,Misinformation,28
4437,Misinformation,28
4438,Reliable,30
4439,Reliable,3
4440,Misinformation,11
4441,Misinformation,28
4442,Reliable,13
4443,Reliable,13
4444,Reliable,13
4445,Misinformation,28
4446,Reliable,28
4447,Misinformation,5
4448,Reliable,26
4449,Misinformation,11
4450,Misinformation,13
4451,Reliable,21
4452,Misinformation,28
4453,Reliable,28
4454,Misinformation,26
4455,Reliable,13
4456,Misinformation,10
4457,Reliable,3
4458,Reliable,21
4459,Misinformation,30
4460,Misinformation,26
4461,Misinformation,5
4462,Misinformation,11
4463,Reliable,13
4464,Misinformation,28
4465,Misinformation,25
4466,Misinformation,28
4467,Misinformation,29
4468,Misinformation,11
4469,Reliable,13
4470,Misinformation,26
4471,Reliable,26
4472,Misinformation,5
4473,Reliable,28
4474,Reliable,13
4475,Reliable,28
4476,Reliable,28
4477,Reliable,10
4478,Misinformation,5
4479,Misinformation,3
4480,Reliable,26
4481,Reliable,13
4482,Misinformation,5
4483,Misinformation,29
4484,Misinformation,5
4485,Misinformation,5
4486,Reliable,13
4487,Reliable,28
4488,Misinformation,28
4489,Misinformation,11
4490,Misinformation,11
4491,Misinformation,11
4492,Reliable,13
4493,Reliable,25
4494,Reliable,13
4495,Reliable,28
4496,Reliable,28
4497,Reliable,28
4498,Reliable,13
4499,Misinformation,21
4500,Reliable,25
4501,Misinformation,28
4502,Reliable,13
4503,Misinformation,28
4504,Reliable,10
4505,Reliable,10
4506,Reliable,13
4507,Reliable,10
4508,Reliable,28
4509,Misinformation,11
4510,Reliable,10
4511,Misinformation,10
4512,Reliable,5
4513,Reliable,3
4514,Misinformation,5
4515,Reliable,5
4516,Reliable,25
4517,Misinformation,5
4518,Reliable,28
4519,Reliable,21
4520,Misinformation,5
4521,Reliable,28
4522,Reliable,26
4523,Misinformation,11
4524,Reliable,26
4525,Reliable,1
4526,Reliable,3
4527,Reliable,26
4528,Reliable,26
4529,Reliable,28
4530,Misinformation,28
4531,Misinformation,5
4532,Reliable,13
4533,Reliable,28
4534,Reliable,13
4535,Reliable,30
4536,Misinformation,21
4537,Reliable,28
4538,Misinformation,11
4539,Misinformation,5
4540,Misinformation,21
4541,Misinformation,28
4542,Reliable,28
4543,Misinformation,5
4544,Misinformation,3
4545,Reliable,11
4546,Reliable,3
4547,Reliable,28
4548,Misinformation,30
4549,Misinformation,11
4550,Reliable,13
4551,Misinformation,10
4552,Reliable,26
4553,Misinformation,5
4554,Misinformation,25
4555,Reliable,28
4556,Misinformation,29
4557,Misinformation,28
4558,Reliable,13
4559,Reliable,21
4560,Reliable,28
4561,Misinformation,25
4562,Reliable,3
4563,Reliable,10
4564,Misinformation,5
4565,Misinformation,11
4566,Reliable,5
4567,Misinformation,11
4568,Reliable,26
4569,Misinformation,3
4570,Misinformation,28
4571,Misinformation,28
4572,Misinformation,1
4573,Reliable,28
4574,Misinformation,3
4575,Reliable,21
4576,Misinformation,25
4577,Reliable,13
4578,Misinformation,29
4579,Misinformation,11
4580,Reliable,5
4581,Reliable,28
4582,Reliable,26
4583,Misinformation,28
4584,Misinformation,10
4585,Misinformation,1
4586,Reliable,26
4587,Reliable,13
4588,Reliable,13
4589,Misinformation,11
4590,Misinformation,21
4591,Misinformation,10
4592,Reliable,13
4593,Reliable,21
4594,Misinformation,11
4595,Reliable,26
4596,Reliable,26
4597,Misinformation,26
4598,Reliable,13
4599,Reliable,3
4600,Misinformation,5
4601,Misinformation,11
4602,Reliable,28
4603,Reliable,3
4604,Misinformation,28
4605,Reliable,28
4606,Reliable,13
4607,Reliable,26
4608,Reliable,5
4609,Misinformation,25
4610,Reliable,13
4611,Reliable,13
4612,Reliable,13
4613,Misinformation,1
4614,Misinformation,1
4615,Reliable,25
4616,Misinformation,10
4617,Reliable,26
4618,Misinformation,28
4619,Misinformation,11
4620,Reliable,28
4621,Misinformation,5
4622,Misinformation,5
4623,Misinformation,11
4624,Reliable,26
4625,Misinformation,28
4626,Reliable,28
4627,Misinformation,11
4628,Reliable,26
4629,Misinformation,29
4630,Misinformation,1
4631,Misinformation,3
4632,Misinformation,11
4633,Reliable,13
4634,Reliable,26
4635,Reliable,13
4636,Reliable,28
4637,Reliable,28
4638,Misinformation,11
4639,Reliable,28
4640,Misinformation,5
4641,Reliable,25
4642,Misinformation,5
4643,Reliable,28
4644,Reliable,3
4645,Reliable,28
4646,Reliable,25
4647,Reliable,3
4648,Misinformation,1
4649,Reliable,13
4650,Reliable,3
4651,Reliable,13
4652,Misinformation,10
4653,Reliable,21
4654,Misinformation,28
4655,Reliable,13
4656,Reliable,13
4657,Misinformation,25
4658,Reliable,26
4659,Reliable,3
4660,Reliable,28
4661,Reliable,26
4662,Reliable,28
4663,Misinformation,5
4664,Reliable,28
4665,Misinformation,1
4666,Reliable,3
4667,Reliable,10
4668,Misinformation,26
4669,Reliable,3
4670,Misinformation,10
4671,Reliable,28
4672,Reliable,28
4673,Misinformation,11
4674,Reliable,5
4675,Reliable,28
4676,Reliable,13
4677,Misinformation,29
4678,Reliable,13
4679,Reliable,26
4680,Misinformation,5
4681,Misinformation,11
4682,Reliable,13
4683,Misinformation,28
4684,Reliable,21
4685,Reliable,30
4686,Misinformation,11
4687,Misinformation,5
4688,Misinformation,5
4689,Reliable,13
4690,Reliable,13
4691,Misinformation,11
4692,Misinformation,1
4693,Misinformation,11
4694,Misinformation,13
4695,Reliable,13
4696,Reliable,26
4697,Misinformation,5
4698,Misinformation,30
4699,Misinformation,10
4700,Reliable,26
4701,Reliable,10
4702,Reliable,13
4703,Misinformation,5
4704,Reliable,13
4705,Reliable,28
4706,Reliable,13
4707,Reliable,21
4708,Reliable,13
4709,Misinformation,28
4710,Misinformation,25
4711,Reliable,13
4712,Misinformation,11
4713,Misinformation,5
4714,Misinformation,1
4715,Reliable,13
4716,Reliable,11
4717,Reliable,26
4718,Misinformation,25
4719,Misinformation,25
4720,Misinformation,5
4721,Reliable,13
4722,Misinformation,29
4723,Misinformation,1
4724,Reliable,28
4725,Reliable,26
4726,Reliable,3
4727,Misinformation,3
4728,Reliable,13
4729,Reliable,28
4730,Reliable,10
4731,Misinformation,11
4732,Reliable,13
4733,Misinformation,11
4734,Misinformation,29
4735,Misinformation,5
4736,Misinformation,28
4737,Misinformation,1
4738,Misinformation,5
4739,Reliable,28
4740,Misinformation,5
4741,Misinformation,10
4742,Misinformation,11
4743,Misinformation,25
4744,Misinformation,11
4745,Reliable,28
4746,Reliable,13
4747,Reliable,28
4748,Misinformation,5
4749,Reliable,28
4750,Misinformation,3
4751,Reliable,26
4752,Reliable,13
4753,Misinformation,11
4754,Misinformation,28
4755,Reliable,13
4756,Misinformation,28
4757,Reliable,3
4758,Misinformation,5
4759,Misinformation,1
4760,Misinformation,29
4761,Reliable,10
4762,Reliable,21
4763,Misinformation,5
4764,Misinformation,30
4765,Reliable,13
4766,Reliable,13
4767,Reliable,3
4768,Reliable,13
4769,Reliable,28
4770,Misinformation,28
4771,Reliable,28
4772,Reliable,26
4773,Reliable,13
4774,Misinformation,5
4775,Misinformation,26
4776,Reliable,13
4777,Reliable,3
4778,Reliable,10
4779,Reliable,13
4780,Reliable,13
4781,Reliable,28
4782,Misinformation,5
4783,Misinformation,1
4784,Reliable,13
4785,Reliable,5
4786,Reliable,26
4787,Reliable,13
4788,Reliable,26
4789,Reliable,26
4790,Misinformation,5
4791,Reliable,28
4792,Misinformation,28
4793,Misinformation,25
4794,Reliable,13
4795,Reliable,28
4796,Misinformation,30
4797,Misinformation,26
